store,websites,attribute_set,type,category_ids,url,sku,has_options,name,meta_title,meta_description,image,small_image,thumbnail,url_key,url_path,custom_design,page_layout,options_container,image_label,small_image_label,thumbnail_label,country_of_manufacture,msrp_enabled,msrp_display_actual_price_type,gift_message_available,price,special_price,weight,msrp,color,status,is_recurring,visibility,tax_class_id,description,short_description,meta_keyword,custom_layout_update,special_from_date,special_to_date,news_from_date,news_to_date,custom_design_from,custom_design_to,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,low_stock_date,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,stock_status_changed_automatically,use_config_enable_qty_increments,product_name,store_id,product_type_id,product_status_changed,product_changed_websites,format,sku_type,weight_type,price_type,price_view,shipment_type
es,base,Accesorios,configurable,"4,16",http://magento-dev.kongo.cl/tetera-vidrio-800-ml?___store=es,130100,0,Tetera Vidrio 800 ml,Tetera Vidrio 800 ml | ArTea: Tienda de Té,,,,,tetera-vidrio-800-ml,tetera-vidrio-800-ml,,No layout updates,Product Info Column,Tetera Vidrio 800 ml,Tetera Vidrio 800 ml,Tetera Vidrio 800 ml,China,Use config,Use config,No,17900.0000,,0.4500,,,Enabled,No,"Catalog, Search",Shipping,"<p>Hermosa tetera de vidrio de 800 ml, resistente al calor. Posee un recipiente o filtro removible que la hace perfecta para servir cualquier tipo de té en hoja y por supuesto, ideal para servir los hermosos blooming tea. Resistente, elegante y funcional.</p>","<p>Tetera de 800 ml, hecha a mano, resistente al calor.</p>",,,,,,,,,5,0.0001,1,0,0,1,1.0001,1,0.0001,1,1,,,1,0,1,0,1,0.0001,1,0,0,0,1,Tetera Vidrio 800 ml,1,simple,,,,,,,,
es,base,Accesorios,simple,"4,16",http://magento-dev.kongo.cl/mini-tetera-300-ml?___store=es,130200,0,Mini Tetera Vidrio 300 ml,Mini Tetera Vidrio 300 ml | ArTea: Tienda de Té,,,,,mini-tetera-300-ml,mini-tetera-300-ml,,No layout updates,Product Info Column,Mini Tetera Vidrio 300 ml,Mini Tetera Vidrio 300 ml,Mini Tetera Vidrio 300 ml,China,Use config,Use config,No,15900.0000,,0.2500,,,Enabled,No,"Catalog, Search",Shipping,"<p>Hermosa mini tetera de 300 ml hecha a mano, resistente al calor. Resulta ideal para servir el té de flores, no sólo por su diseño elegante y de vidrio, si no que también porque cuenta con un sistema de filtro que atrapa las pequeñas hojas de té que puedan desprenderse.</p>

<p>Preciosa para regalar o para disfrutar con amigos toda la magia de los Blooming tea.</p>","<p>Mini tetera de 300 ml, hecha a mano, resistente al calor.</p>",,,,,,,,,5,0.0001,1,0,0,1,1.0001,1,0.0001,1,1,,,1,0,1,0,1,0.0001,1,0,0,0,1,Mini Tetera Vidrio 300 ml,1,simple,,,,,,,,
es,base,Accesorios,simple,"4,17",http://magento-dev.kongo.cl/juego-tetera-vidrio-800-ml-4-vasos?___store=es,130300,0,Juego Tetera Vidrio 800 ml + 4 vasos,Juego Tetera Vidrio 800 ml + 4 vasos | ArTea: Tienda de Té,,,,,juego-tetera-vidrio-800-ml-4-vasos,juego-tetera-vidrio-800-ml-4-vasos,,No layout updates,Product Info Column,Juego Tetera Vidrio 800 ml + 4 vasos,Juego Tetera Vidrio 800 ml + 4 vasos,Juego Tetera Vidrio 800 ml + 4 vasos,China,Use config,Use config,No,25900.0000,,0.8000,,,Enabled,No,"Catalog, Search",Shipping,"<p>Hermosa tetera de vidrio, resistente al calor, de 800 ml con filtro y tapa. Es perfecta para servir cualquier tipo de té en hoja y por supuesto, ideal para servir los hermosos blooming tea.</p>

<p>La tetera viene acompañada de 4 vasos de doble vidrio, que aíslan el calor.</p>

<p>Juego de té resistente, elegante y funcional.</p>",<p>Juego Tetera Vidrio templado 800 ml + 4 Vasos de vidrio aislante del calor.</p>,,,,,,,,,5,0.0002,1,0,0,1,1.0002,1,0.0002,1,1,,,1,0,1,0,1,0.0002,1,0,0,0,1,Juego Tetera Vidrio 800 ml + 4 vasos,1,simple,,,,,,,,
es,base,Té,configurable,5,http://magento-dev.kongo.cl/te-verde?___store=es,1401,1,Té Verde,Té Verde | ArTea: Tienda de Té,,,,,te-verde,te-verde,,No layout updates,Product Info Column,Té Verde,Té Verde,Té Verde,China,Use config,Use config,No,2100.0000,,0.0500,,,Enabled,No,"Catalog, Search",Shipping,"<p>El Té Verde el tipo de té mas popular a nivel mundial, principalmente por ser la bebida mas consumida en Asia. Algunos té verdes son perfumados con esencias de flores mezclados con frutas para crear tés aromatizados y con sabor. Este tipo de té contiene solamente un 5 a 10% de cafeína por taza. Además, posee gran cantidad de antioxidantes, es bueno para la piel y los dientes y puede usarse para mantener un nivel de azúcar saludable en la sangre.</p>","<p>El Té Verde posee gran cantidad de antioxidantes. Es bueno para la piel, los dientes y puede usarse para mantener un nivel de azúcar saludable en la sangre.</p>",,,,,,,,,5,0.0002,1,0,0,1,1.0002,1,0.0002,1,1,,,1,0,1,0,1,0.0002,1,0,0,0,1,Té Verde,1,configurable,,,,,,,,
es,base,Té,configurable,"5,28",http://magento-dev.kongo.cl/te-verde-con-jazmin?___store=es,1402,1,Té Verde con Botones de Jazmín,Té Verde con Botones de Jazmín | ArTea: Tienda de Té,,,,,te-verde-con-jazmin,te-verde-con-jazmin,,No layout updates,Product Info Column,Té Verde con Botones de Jazmín,Té Verde con Botones de Jazmín,Té Verde con Botones de Jazmín,China,Use config,Use config,No,4800.0000,,0.0500,,,Enabled,No,"Catalog, Search",Shipping,<p>Todos los beneficios del té verde con una suave nota floral.</p>,"<p>Delicadamente perfumado por los tiernos botones de jazmín, esta mezcla ofrece todos los beneficios del té verde con una suave nota floral. Disfruta de esta exquisita mezcla, 100% natural, dulce y perfumada.</p>",,,,,,,,,5,0.0003,1,0,0,1,1.0003,1,0.0003,1,1,,,1,0,1,0,1,0.0003,1,0,0,0,1,Té Verde con Botones de Jazmín,1,configurable,,,,,,,,
es,base,Té,configurable,5,http://magento-dev.kongo.cl/te-verde-con-durazno?___store=es,1403,1,Té Verde con Durazno,Té Verde con Durazno | ArTea: Tienda de Té,,,,,te-verde-con-durazno,te-verde-con-durazno,,No layout updates,Product Info Column,Té Verde con Durazno,Té Verde con Durazno,Té Verde con Durazno,China,Use config,Use config,No,2100.0000,,0.0500,,,Enabled,No,"Catalog, Search",Shipping,"<p>La mezcla de té verde y durazno tiene un suave efecto depurador, ideal para limpiar y purificar el organismo y mejorar la piel.</p>",<p>Deliciosa mezcla de té verde y durazno. Su sabor frutal y vibrante cautiva los sentidos.</p>,,,,,,,,,5,0.0003,1,0,0,1,1.0003,1,0.0003,1,1,,,1,0,1,0,1,0.0003,1,0,0,0,1,Té Verde con Durazno,1,configurable,,,,,,,,
es,base,Té,configurable,5,http://magento-dev.kongo.cl/te-verde-con-guayaba?___store=es,1404,1,Té Verde con Guayaba,Té Verde con Guayaba | ArTea: Tienda de Té,,,,,te-verde-con-guayaba,te-verde-con-guayaba,,No layout updates,Product Info Column,Té Verde con Guayaba,Té Verde con Guayaba,Té Verde con Guayaba,China,Use config,Use config,No,2800.0000,,0.0500,,,Enabled,No,"Catalog, Search",Shipping,"<p>El Té Verde con Guayaba ayuda a controlar el sobrepeso, regula la presión arterial, disminuye el colesterol y disminuye los niveles de azúcar en la sangre.</p>","<p>Deliciosa mezcla del mejor té verde, con guayaba.</p>",,,,,,,,,5,0.0004,1,0,0,1,1.0004,1,0.0004,1,1,,,1,0,1,0,1,0.0004,1,0,0,0,1,Té Verde con Guayaba,1,configurable,,,,,,,,
es,base,Té,configurable,"23,27",http://magento-dev.kongo.cl/te-de-jazmin?___store=es,1405,1,Té de Jazmín,Té de Jazmín | ArTea: Tienda de Té,,,,,te-de-jazmin,te-de-jazmin,,No layout updates,Product Info Column,Té de Jazmín,Té de Jazmín,Té de Jazmín,China,Use config,Use config,No,2100.0000,,0.0500,,,Enabled,No,"Catalog, Search",Shipping,"<p>El Té de Jazmín es recomendable para mujeres y niños. Calma la ansiedad, relaja el cuerpo, anima la mente y ayuda a las vías respiratorias.</p>",<p>El Té de Jazmín es excelente para calmar la ansiedad y ayuda al relajo.</p>,,,,,,,,,5,0.0004,1,0,0,1,1.0004,1,0.0004,1,1,,,1,0,1,0,1,0.0004,1,0,0,0,1,Té de Jazmín,1,configurable,,,,,,,,
es,base,Té,configurable,5,http://magento-dev.kongo.cl/te-verde-con-manzana?___store=es,1406,1,Té Verde con Manzana,Té Verde con Manzana | ArTea: Tienda de Té,,,,,te-verde-con-manzana,te-verde-con-manzana,,No layout updates,Product Info Column,Té Verde con Manzana,Té Verde con Manzana,Té Verde con Manzana,China,Use config,Use config,No,2100.0000,,0.0500,,,Enabled,No,"Catalog, Search",Shipping,<p>El Té Verde con Manzana es antioxidante y ayuda a limpiar el estómago.</p>,<p>El Té Verde con Manzana es antioxidante y ayuda a limpiar el estómago.</p>,,,,,,,,,5,0.0005,1,0,0,1,1.0005,1,0.0005,1,1,,,1,0,1,0,1,0.0005,1,0,0,0,1,Té Verde con Manzana,1,configurable,,,,,,,,
es,base,Té,configurable,5,http://magento-dev.kongo.cl/te-verde-con-menta?___store=es,1407,1,Té Verde con Menta,Té Verde con Menta | ArTea: Tienda de Té,,,,,te-verde-con-menta,te-verde-con-menta,,No layout updates,Product Info Column,Té Verde con Menta,Té Verde con Menta,Té Verde con Menta,China,Use config,Use config,No,2100.0000,,0.0500,,,Enabled,No,"Catalog, Search",Shipping,"<p>Selección de té verde Sencha de primera clase, mezclada con menta natural. Con su fresco sabor resulta un enérgico aporte de vitalidad.</p>",<p>Té verde Sencha de primera clase mezclado con menta natural.</p>,,,,,,,,,5,0.0005,1,0,0,1,1.0005,1,0.0005,1,1,,,1,0,1,0,1,0.0005,1,0,0,0,1,Té Verde con Menta,1,configurable,,,,,,,,
es,base,Té,configurable,5,http://magento-dev.kongo.cl/te-verde-con-frutilla?___store=es,1408,1,Té Verde con Frutilla,Té Verde con Frutilla | ArTea: Tienda de Té,,,,,te-verde-con-frutilla,te-verde-con-frutilla,,No layout updates,Product Info Column,Té Verde con Frutilla,Té Verde con Frutilla,Té Verde con Frutilla,China,Use config,Use config,No,2100.0000,,0.0500,,,Enabled,No,"Catalog, Search",Shipping,"<p>Selección de té verde Sencha de primera clase, mezclada con esencia de frutilla natural. Con su aromático sabor resulta un enérgico aporte de vitalidad.</p>",<p>Mezcla de té verde y sabor natural a frutilla.</p>,,,,,,,,,5,0.0006,1,0,0,1,1.0006,1,0.0006,1,1,,,1,0,1,0,1,0.0006,1,0,0,0,1,Té Verde con Frutilla,1,configurable,,,,,,,,
es,base,Té,configurable,6,http://magento-dev.kongo.cl/te-rojo-pu-erh?___store=es,1501,1,Té Rojo Pu-Erh,Té Rojo Pu-Erh | ArTea: Tienda de Té,,,,,te-rojo-pu-erh,te-rojo-pu-erh,,No layout updates,Product Info Column,Té Rojo Pu-Erh,Té Rojo Pu-Erh,Té Rojo Pu-Erh,China,Use config,Use config,No,2100.0000,,0.0500,,,Enabled,No,"Catalog, Search",Shipping,"<p>Té Rojo o Té Pu-erh posee un aroma a tierra distintivo. Se diferencia del té negro ya que a esta variedad se le deja crecer una capa delgada de moho en las hojas. Por supuesto, estos son inofensivos y son conocidos en la cultura China por tener efectos medicinales. Como los grandes vinos reserva, al pu-erh se lo deja añejar por varios años en barricas de madera hasta que adquiere su gusto inconfundible.</p>

<p>La medicina natural china lo receta como un excelente tónico para reducir grasas y estabilizar el colesterol, dado a su efecto acelerador del metabolismo del hígado, lo mismo que ayuda a perder considerablemente peso.</p>",<p>El té Pu-Erh otorga múltiples beneficios para el cuerpo. Es una de las infusiones favoritas al momento de decidir bajar de peso.</p>,,,,,,,,,5,0.0006,1,0,0,1,1.0006,1,0.0006,1,1,,,1,0,1,0,1,0.0006,1,0,0,0,1,Té Rojo Pu-Erh,1,configurable,,,,,,,,
es,base,Té,configurable,"6,28",http://magento-dev.kongo.cl/te-rojo-con-ginseng?___store=es,1502,1,Té Rojo con Ginseng,Té Rojo con Ginseng | ArTea: Tienda de Té,,,,,te-rojo-con-ginseng,te-rojo-con-ginseng,,No layout updates,Product Info Column,Té Rojo con Ginseng,Té Rojo con Ginseng,Té Rojo con Ginseng,China,Use config,Use config,No,2800.0000,,0.0500,,,Enabled,No,"Catalog, Search",Shipping,<p>Selección de té rojo mezclado con ginseng que se prepara con una singular minuciosidad artesana. Combate el cansancio y aumenta las defensas.</p>,"<p>Selección de té rojo mezclado con ginseng, que se prepara con una singular minuciosidad artesana.</p>",,,,,,,,,5,0.0007,1,0,0,1,1.0007,1,0.0007,1,1,,,1,0,1,0,1,0.0007,1,0,0,0,1,Té Rojo con Ginseng,1,configurable,,,,,,,,
es,base,Té,configurable,"6,28",http://magento-dev.kongo.cl/te-pu-erh-con-crisantemo?___store=es,1503,1,Té Pu-Erh con Crisantemo,Té Pu-Erh con Crisantemo | ArTea: Tienda de Té,,,,,te-pu-erh-con-crisantemo,te-pu-erh-con-crisantemo,,No layout updates,Product Info Column,Té Pu-Erh con Crisantemo,Té Pu-Erh con Crisantemo,Té Pu-Erh con Crisantemo,China,Use config,Use config,No,4800.0000,,0.0500,,,Enabled,No,"Catalog, Search",Shipping,"<p>El té Pu-Erh con Crisantemo ayuda a la recuperación de estómagos delicados y facilita la digestión de las grasas. Es apto para todas las edades</p>

<p>El té pu-erh ayuda a bajar los niveles de las grasas, colesterol, y triglicéridos, además de mejorar la digestión. El crisantemo tiene propiedades suaves, anti cancerígenas y relajantes.</p>",<p>Delicado y ligero aroma floral y un sabor que es ligero y refrescante.</p>,,,,,,,,,5,0.0007,1,0,0,1,1.0007,1,0.0007,1,1,,,1,0,1,0,1,0.0007,1,0,0,0,1,Té Pu-Erh con Crisantemo,1,configurable,,,,,,,,
es,base,Té,configurable,"6,28",http://magento-dev.kongo.cl/te-rojo-con-rosas?___store=es,1504,1,Té Rojo con Rosas,Té Rojo con Rosas | ArTea: Tienda de Té,,,,,te-rojo-con-rosas,te-rojo-con-rosas,,No layout updates,Product Info Column,Té Rojo con Rosas,Té Rojo con Rosas,Té Rojo con Rosas,China,Use config,Use config,No,4800.0000,,0.0500,,,Enabled,No,"Catalog, Search",Shipping,"<p>Todas las propiedades benéficas del té rojo combinadas con el delicioso aroma de botones de rosas. Por mucho tiempo, los chinos han utilizado los botones de rosas para calmar la ansiedad y la depresión. La exquisita y dulce suavidad de su aroma, combinada con su reconocido valor terapéutico, han hecho de las rosas parte de la medicina y perfumería de la antigua Persia, Egipto, Grecia y China</p>",<p>Todas las propiedades benéficas del té rojo combinadas con el delicioso aroma de botones de rosas.</p>,,,,,,,,,5,0.0008,1,0,0,1,1.0008,1,0.0008,1,1,,,1,0,1,0,1,0.0008,1,0,0,0,1,Té Rojo con Rosas,1,configurable,,,,,,,,
